Unnamed: 0,tickers,market,name,BPS,PER,PBR,EPS,DIV,DPS,티커,상장주식수,외_보유수량,외_지분율,외_한도수량,외_한도소진율,mmt,naverTheme,시가총액,-1,0,1,종가
1481,16880,KOSPI,웅진,0.0,0.0,0.0,0.0,0.0,0.0,16880,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지주사', '교육/온라인 교육', '출산장려정책', '엔젤산업']",0.1894,0.0,0.016,0.984,2370.0
1482,95720,KOSPI,웅진씽크빅,0.0,0.0,0.0,0.0,0.0,0.0,95720,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['교육/온라인 교육', '출산장려정책', '엔젤산업']",0.1359,0.408,0.406,0.186,1177.0
1483,396470,KOSDAQ,워트,0.0,0.0,0.0,0.0,0.0,0.0,396470,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['냉각시스템(액침냉각 등)', 'HBM(고대역폭메모리)', '반도체 장비']",0.1128,,,,7000.0
1484,32940,KOSDAQ,원익,0.0,0.0,0.0,0.0,0.0,0.0,32940,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '폐배터리', '고령화 사회(노인복지)', '2차전지', '3D 낸드(NAND)', '수소차(연료전지/부품/충전소 등)', '전기차', '전력저장장치(ESS)', '의료기기', '전기차(충전소/충전기)', '태양광에너지', '폴더블폰', '반도체 재료/부품', '지주사', 'OLED(유기 발광 다이오드)', '반도체 장비', '초전도체']",0.2545,0.003,0.076,0.922,13990.0
1485,240810,KOSDAQ,원익IPS,0.0,0.0,0.0,0.0,0.0,0.0,240810,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['3D 낸드(NAND)', '태양광에너지', 'OLED(유기 발광 다이오드)', '반도체 장비']",3.8187,0.997,0.003,0.0,77800.0
1486,74600,KOSDAQ,원익QnC,0.0,0.0,0.0,0.0,0.0,0.0,74600,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['3D 낸드(NAND)', '반도체 재료/부품']",0.6427,0.16,0.78,0.06,24450.0
1487,104830,KOSDAQ,원익머트리얼즈,0.0,0.0,0.0,0.0,0.0,0.0,104830,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['3D 낸드(NAND)', '수소차(연료전지/부품/충전소 등)', '반도체 재료/부품', 'OLED(유기 발광 다이오드)']",0.4148,0.002,0.722,0.276,32900.0
1488,14190,KOSDAQ,원익큐브,0.0,0.0,0.0,0.0,0.0,0.0,14190,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['폴더블폰'],0.0718,0.001,0.983,0.017,2030.0
1489,217820,KOSDAQ,원익피앤이,0.0,0.0,0.0,0.0,0.0,0.0,217820,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '폐배터리', '2차전지', '전기차', '전력저장장치(ESS)', '전기차(충전소/충전기)', '초전도체']",0.186,0.999,0.001,0.0,3920.0
1490,30530,KOSDAQ,원익홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,30530,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['로봇(산업용/협동로봇 등)', '지주사', '반도체 장비']",3.2748,0.001,0.015,0.985,42400.0
1491,12620,KOSDAQ,원일특강,0.0,0.0,0.0,0.0,0.0,0.0,12620,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['철강 중소형'],0.0351,0.0,0.001,0.999,7990.0
1492,136150,KOSDAQ,원일티엔아이,0.0,0.0,0.0,0.0,0.0,0.0,136150,1000000.0,100000.0,10.0,500000.0,20.0,,"['LNG(액화천연가스)', '수소차(연료전지/부품/충전소 등)', '원자력발전소 해체', '원자력발전']",0.1497,,,,17870.0
1493,382840,KOSDAQ,원준,0.0,0.0,0.0,0.0,0.0,0.0,382840,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '2차전지(전고체)', '2차전지', 'MLCC(적층세라믹콘덴서)']",0.1148,0.0,,1.0,7520.0
1494,336570,KOSDAQ,원텍,0.0,0.0,0.0,0.0,0.0,0.0,336570,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['로봇(산업용/협동로봇 등)', '2차전지(장비)', '2차전지', '플렉서블 디스플레이', '코리아 밸류업 지수(Korea Value-up Index)', '의료기기', 'OLED(유기 발광 다이오드)', '미용기기']",0.7422,0.0,0.001,0.999,8250.0
1495,376980,KOSDAQ,원티드랩,0.0,0.0,0.0,0.0,0.0,0.0,376980,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['일자리(취업)'],0.0329,0.992,,0.008,3370.0
1496,8290,KOSDAQ,원풍물산,0.0,0.0,0.0,0.0,0.0,0.0,8290,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['패션/의류', '마이크로 LED']",0.0182,0.775,0.222,0.003,448.0
1497,101160,KOSDAQ,월덱스,0.0,0.0,0.0,0.0,0.0,0.0,101160,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['반도체 재료/부품'],0.3632,0.001,0.094,0.905,22000.0
1498,336060,KOSDAQ,웨이버스,0.0,0.0,0.0,0.0,0.0,0.0,336060,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['메타버스(Metaverse)'],0.0472,0.006,0.992,0.001,981.0
1499,95270,KOSDAQ,웨이브일렉트로,0.0,0.0,0.0,0.0,0.0,0.0,95270,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['방위산업/전쟁 및 테러', '5G(5세대 이동통신)', '통신장비']",0.0661,0.001,0.01,0.99,4600.0
1500,289930,KOSDAQ,웨이비스,0.0,0.0,0.0,0.0,0.0,0.0,289930,1000000.0,100000.0,10.0,500000.0,20.0,,"['방위산업/전쟁 및 테러', '5G(5세대 이동통신)', '통신장비']",0.1314,,,,10500.0
1501,65950,KOSDAQ,웰크론,0.0,0.0,0.0,0.0,0.0,0.0,65950,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '폐배터리', '황사/미세먼지', '방위산업/전쟁 및 테러', '2차전지', 'DMZ 평화공원', '수자원(양적/질적 개선)', '마스크', '메르스 코로나 바이러스']",0.0451,0.005,0.972,0.023,1601.0
1502,76080,KOSDAQ,웰크론한텍,0.0,0.0,0.0,0.0,0.0,0.0,76080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '폐배터리', '2차전지', '수자원(양적/질적 개선)']",0.0232,0.001,0.968,0.031,1030.0
1503,43590,KOSDAQ,웰킵스하이텍,0.0,0.0,0.0,0.0,0.0,0.0,43590,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['스마트폰', '반도체 재료/부품', '무선충전기술', 'OLED(유기 발광 다이오드)']",0.0171,0.071,0.6,0.329,632.0
1504,196700,KOSDAQ,웹스,0.0,0.0,0.0,0.0,0.0,0.0,196700,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차부품', 'DMZ 평화공원', '4대강 복원']",0.0272,0.013,0.959,0.028,1894.0
1505,69080,KOSDAQ,웹젠,0.0,0.0,0.0,0.0,0.0,0.0,69080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['게임', '모바일게임(스마트폰)']",0.4287,0.001,0.031,0.968,12390.0
1506,53580,KOSDAQ,웹케시,0.0,0.0,0.0,0.0,0.0,0.0,53580,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지역화폐', '핀테크(FinTech)']",0.131,0.007,0.263,0.73,9610.0
1507,479960,KOSDAQ,위너스,0.0,0.0,0.0,0.0,0.0,0.0,479960,1000000.0,100000.0,10.0,500000.0,20.0,,"['스마트홈(홈네트워크)', '전기차(충전소/충전기)', '전력설비']",0.0691,,,,10100.0
1508,44340,KOSDAQ,위닉스,0.0,0.0,0.0,0.0,0.0,0.0,44340,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['스마트홈(홈네트워크)', '제습기', '황사/미세먼지', '공기청정기', '여름']",0.089,0.056,0.943,0.001,4985.0
1509,330350,KOSDAQ,위더스제약,0.0,0.0,0.0,0.0,0.0,0.0,330350,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['탈모 치료', '제약업체', '마이코플라스마 폐렴']",0.1058,0.001,,0.999,8020.0
1510,348350,KOSDAQ,위드텍,0.0,0.0,0.0,0.0,0.0,0.0,348350,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['원자력발전소 해체', '반도체 장비']",0.0862,0.002,,0.998,8470.0
1511,112040,KOSDAQ,위메이드,0.0,0.0,0.0,0.0,0.0,0.0,112040,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['NFT(대체불가토큰)', '스테이블코인', '블록체인', '가상화폐(비트코인 등)', '게임', '모바일게임(스마트폰)']",0.9149,0.981,0.018,0.001,26950.0
1512,101730,KOSDAQ,위메이드맥스,0.0,0.0,0.0,0.0,0.0,0.0,101730,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['게임', '모바일게임(스마트폰)']",0.512,0.324,0.673,0.003,6110.0
1513,123420,KOSDAQ,위메이드플레이,0.0,0.0,0.0,0.0,0.0,0.0,123420,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['모바일게임(스마트폰)'],0.0813,0.006,0.807,0.187,7710.0
1514,65370,KOSDAQ,위세아이텍,0.0,0.0,0.0,0.0,0.0,0.0,65370,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지능형로봇/인공지능(AI)', '메타버스(Metaverse)', '모바일솔루션(스마트폰)']",0.0389,0.005,0.296,0.699,5280.0
1515,299900,KOSDAQ,위지윅스튜디오,0.0,0.0,0.0,0.0,0.0,0.0,299900,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['메타버스(Metaverse)', '증강현실(AR)', '가상현실(VR)', '영상콘텐츠']",0.1104,0.761,0.23,0.009,646.0
1516,36090,KOSDAQ,위지트,0.0,0.0,0.0,0.0,0.0,0.0,36090,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['반도체 재료/부품', '가상화폐(비트코인 등)']",0.0745,0.009,0.182,0.809,630.0
1517,459100,KOSDAQ,위츠,0.0,0.0,0.0,0.0,0.0,0.0,459100,1000000.0,100000.0,10.0,500000.0,20.0,,"['전기차(충전소/충전기)', '무선충전기술']",0.0888,,,,6650.0
1518,136540,KOSDAQ,윈스테크넷,0.0,0.0,0.0,0.0,0.0,0.0,136540,1000000.0,100000.0,10.0,500000.0,20.0,,"['키오스크(KIOSK)', '보안주(정보)']",0.1356,,,,11050.0
1519,97800,KOSDAQ,윈팩,0.0,0.0,0.0,0.0,0.0,0.0,97800,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['시스템반도체', 'HBM(고대역폭메모리)']",0.0717,0.975,0.025,0.001,526.0
1520,8600,KOSPI,윌비스,0.0,0.0,0.0,0.0,0.0,0.0,8600,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['패션/의류', '교육/온라인 교육', '일자리(취업)']",0.0194,0.029,0.628,0.343,289.0
1521,335870,KOSDAQ,윙스풋,0.0,0.0,0.0,0.0,0.0,0.0,335870,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['패션/의류'],0.036,0.0,0.0,1.0,2150.0
1522,900340,KOSDAQ,윙입푸드,0.0,0.0,0.0,0.0,0.0,0.0,900340,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['아프리카 돼지열병(ASF)', '국내 상장 중국기업']",0.0401,0.0,0.999,0.0,797.0
1523,33270,KOSPI,유나이티드제약,0.0,0.0,0.0,0.0,0.0,0.0,33270,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['제약업체'],0.2989,0.101,0.897,0.002,18300.0
1524,14830,KOSPI,유니드,0.0,0.0,0.0,0.0,0.0,0.0,14830,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['리모델링/인테리어', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.4872,0.0,0.008,0.992,72000.0
1525,446070,KOSPI,유니드비티플러스,0.0,0.0,0.0,0.0,0.0,0.0,446070,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['리모델링/인테리어'],0.0335,,,,3160.0
1526,36200,KOSDAQ,유니셈,0.0,0.0,0.0,0.0,0.0,0.0,36200,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['냉각시스템(액침냉각 등)', '반도체 장비']",0.3069,0.016,0.85,0.134,10010.0
1527,18000,KOSDAQ,유니슨,0.0,0.0,0.0,0.0,0.0,0.0,18000,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['풍력에너지'],0.263,0.0,0.0,1.0,1073.0
1528,910,KOSPI,유니온,0.0,0.0,0.0,0.0,0.0,0.0,910,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['공작기계', '바이오인식(생체인식)', '희귀금속(희토류 등)', '자동차부품', '페라이트', '요소수', '시멘트/레미콘']",0.0683,0.843,0.149,0.008,4380.0
1529,47400,KOSPI,유니온머티리얼,0.0,0.0,0.0,0.0,0.0,0.0,47400,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['공작기계', '희귀금속(희토류 등)', '자동차부품', '페라이트', '요소수']",0.0623,0.549,0.394,0.058,1485.0
1530,203450,KOSDAQ,유니온바이오메트릭스,0.0,0.0,0.0,0.0,0.0,0.0,203450,1000000.0,100000.0,10.0,500000.0,20.0,,['바이오인식(생체인식)'],0.0444,,,,3160.0
1531,77500,KOSPI,유니퀘스트,0.0,0.0,0.0,0.0,0.0,0.0,77500,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['온디바이스 AI', '바이오인식(생체인식)', '4차산업 수혜주', '자율주행차']",0.1367,0.011,0.523,0.466,6330.0
1532,11320,KOSDAQ,유니크,0.0,0.0,0.0,0.0,0.0,0.0,11320,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차부품', '수소차(연료전지/부품/충전소 등)']",0.0823,0.001,0.522,0.477,4260.0
1533,86390,KOSDAQ,유니테스트,0.0,0.0,0.0,0.0,0.0,0.0,86390,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['3D 낸드(NAND)', '태양광에너지', 'HBM(고대역폭메모리)', '반도체 장비']",0.2533,0.004,0.907,0.089,11990.0
1534,241690,KOSDAQ,유니테크노,0.0,0.0,0.0,0.0,0.0,0.0,241690,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자동차부품', '전력저장장치(ESS)', '밸류업(25년 기업가치 제고계획 발표)']",0.088,0.993,0.006,0.0,3600.0
1535,142210,KOSDAQ,유니트론텍,0.0,0.0,0.0,0.0,0.0,0.0,142210,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['자율주행차', '반도체 재료/부품']",0.1514,0.0,0.001,0.999,7210.0
1536,389680,KOSDAQ,유디엠텍,0.0,0.0,0.0,0.0,0.0,0.0,389680,1000000.0,100000.0,10.0,500000.0,20.0,,['지능형로봇/인공지능(AI)'],0.0222,,,,536.0
1537,88340,KOSDAQ,유라클,0.0,0.0,0.0,0.0,0.0,0.0,88340,1000000.0,100000.0,10.0,500000.0,20.0,,"['지역화폐', 'STO(토큰증권 발행)', '모바일솔루션(스마트폰)', '퓨리오사AI']",0.0608,,,,13950.0
1538,48430,KOSDAQ,유라테크,0.0,0.0,0.0,0.0,0.0,0.0,48430,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['자동차부품'],0.0953,0.0,0.992,0.008,8280.0
1539,206650,KOSDAQ,유바이오로직스,0.0,0.0,0.0,0.0,0.0,0.0,206650,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)', '백신/진단시약/방역(신종플루, AI 등)', '마이크로바이옴', '코로나19(진단키트)', '보톡스(보툴리눔톡신)']",0.4114,0.0,0.001,0.999,11220.0
1540,89850,KOSDAQ,유비벨록스,0.0,0.0,0.0,0.0,0.0,0.0,89850,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['모바일솔루션(스마트폰)', '삼성페이', '스마트카(SMART CAR)', 'RFID(NFC 등)', '마이데이터', '유심(USIM)']",0.0783,0.081,0.4,0.519,5320.0
1541,84440,KOSDAQ,유비온,0.0,0.0,0.0,0.0,0.0,0.0,84440,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['교육/온라인 교육'],0.0216,0.0,0.017,0.983,1096.0
1542,32620,KOSDAQ,유비케어,0.0,0.0,0.0,0.0,0.0,0.0,32620,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['고령화 사회(노인복지)', '의료기기', '원격진료/비대면진료(U-Healthcare)']",0.2006,0.008,0.98,0.013,3845.0
1543,264450,KOSDAQ,유비쿼스,0.0,0.0,0.0,0.0,0.0,0.0,264450,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['5G(5세대 이동통신)', '통신장비', '지주사', '사물인터넷']",0.1352,0.988,0.012,0.001,9220.0
1544,78070,KOSDAQ,유비쿼스홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,78070,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['지주사'],0.1836,0.123,0.876,0.001,10430.0
1545,2920,KOSPI,유성기업,0.0,0.0,0.0,0.0,0.0,0.0,2920,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['자동차부품'],0.0573,0.008,0.854,0.137,2210.0
1546,24800,KOSDAQ,유성티엔에스,0.0,0.0,0.0,0.0,0.0,0.0,24800,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['편의점', '종합 물류']",0.0972,0.0,0.001,0.998,2625.0
1547,700,KOSPI,유수홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,700,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지주사', '블록체인']",0.1533,0.0,0.003,0.997,5890.0
1548,54930,KOSDAQ,유신,0.0,0.0,0.0,0.0,0.0,0.0,54930,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['철도', '우크라이나 재건', '수자원(양적/질적 개선)', 'GTX(수도권 광역급행철도)', '네옴시티']",0.0658,0.003,0.889,0.107,21950.0
1549,69330,KOSDAQ,유아이디,0.0,0.0,0.0,0.0,0.0,0.0,69330,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['터치패널(스마트폰/태블릿PC 등)', '스마트폰']",0.0152,0.071,0.546,0.383,1077.0
1550,49520,KOSDAQ,유아이엘,0.0,0.0,0.0,0.0,0.0,0.0,49520,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['휴대폰부품', '스마트폰']",0.1081,0.992,0.007,0.0,3355.0
1551,444920,KOSDAQ,유안타제11호스팩,0.0,0.0,0.0,0.0,0.0,0.0,444920,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['기업인수목적회사(SPAC)'],0.0109,,,,2090.0
1552,446150,KOSDAQ,유안타제12호스팩,0.0,0.0,0.0,0.0,0.0,0.0,446150,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['기업인수목적회사(SPAC)'],0.0101,,,,2132.0
1553,450940,KOSDAQ,유안타제14호스팩,0.0,0.0,0.0,0.0,0.0,0.0,450940,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['기업인수목적회사(SPAC)'],0.0095,,,,2095.0
1554,473050,KOSDAQ,유안타제15호스팩,0.0,0.0,0.0,0.0,0.0,0.0,473050,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.0144,,,,2055.0
1555,474490,KOSDAQ,유안타제16호스팩,0.0,0.0,0.0,0.0,0.0,0.0,474490,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.0112,,,,2035.0
1556,3470,KOSPI,유안타증권,0.0,0.0,0.0,0.0,0.0,0.0,3470,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['증권', '밸류업(24년 기업가치 제고계획 발표)']",0.7744,0.0,0.001,0.999,3880.0
1557,263770,KOSDAQ,유에스티,0.0,0.0,0.0,0.0,0.0,0.0,263770,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['니켈', '강관업체(Steel pipe)', '2차전지', '2차전지(소재/부품)', '전기차', '철강 중소형']",0.0433,0.899,0.096,0.005,1827.0
1558,72130,KOSPI,유엔젤,0.0,0.0,0.0,0.0,0.0,0.0,72130,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['SNS(소셜네트워크서비스)', 'AI 챗봇(챗GPT 등)', '클라우드 컴퓨팅', '모바일솔루션(스마트폰)', '교육/온라인 교육', '재난/안전(지진/화재 등)', '출산장려정책']",0.0585,0.012,0.22,0.769,4540.0
1559,220,KOSPI,유유제약,0.0,0.0,0.0,0.0,0.0,0.0,220,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['제약업체', '치매']",0.0742,0.303,0.58,0.118,4360.0
1560,388720,KOSDAQ,유일로보틱스,0.0,0.0,0.0,0.0,0.0,0.0,388720,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['로봇(산업용/협동로봇 등)', '스마트팩토리(스마트공장)', '지능형로봇/인공지능(AI)']",1.0608,0.048,0.952,,90700.0
1561,340930,KOSDAQ,유일에너테크,0.0,0.0,0.0,0.0,0.0,0.0,340930,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '2차전지(전고체)', '리튬', '2차전지', '수소차(연료전지/부품/충전소 등)', '전기차', '전력저장장치(ESS)']",0.0544,0.383,0.399,0.218,1027.0
1562,23410,KOSDAQ,유진기업,0.0,0.0,0.0,0.0,0.0,0.0,23410,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['아스콘(아스팔트 콘크리트)', 'GTX(수도권 광역급행철도)', '시멘트/레미콘']",0.2736,0.002,0.775,0.223,3540.0
1563,56080,KOSDAQ,유진로봇,0.0,0.0,0.0,0.0,0.0,0.0,56080,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지능형로봇/인공지능(AI)', '자율주행차', 'DMZ 평화공원', '사물인터넷']",0.8065,0.0,0.0,1.0,21500.0
1564,468760,KOSDAQ,유진스팩10호,0.0,0.0,0.0,0.0,0.0,0.0,468760,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.0089,,,,2115.0
1565,488060,KOSDAQ,유진스팩11호,0.0,0.0,0.0,0.0,0.0,0.0,488060,1000000.0,100000.0,10.0,500000.0,20.0,,['기업인수목적회사(SPAC)'],0.0096,,,,2040.0
1566,84370,KOSDAQ,유진테크,0.0,0.0,0.0,0.0,0.0,0.0,84370,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '리비안(RIVIAN)', '3D 낸드(NAND)', '2차전지(소재/부품)', '반도체 장비']",1.8859,0.999,0.001,0.0,82300.0
1567,240600,KOSDAQ,유진테크놀로지,0.0,0.0,0.0,0.0,0.0,0.0,240600,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '리비안(RIVIAN)', '2차전지(소재/부품)']",0.0259,,,,3740.0
1568,1200,KOSPI,유진투자증권,0.0,0.0,0.0,0.0,0.0,0.0,1200,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['증권', 'STO(토큰증권 발행)']",0.3477,0.028,0.139,0.834,3590.0
1569,221800,KOSDAQ,유투바이오,0.0,0.0,0.0,0.0,0.0,0.0,221800,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['코로나19(진단/치료제/백신 개발 등)', '코로나19(진단키트)']",0.0755,0.001,0.997,0.002,5580.0
1570,179900,KOSDAQ,유티아이,0.0,0.0,0.0,0.0,0.0,0.0,179900,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['갤럭시 부품주', '스마트폰', '플렉서블 디스플레이', '폴더블폰']",0.4264,0.665,0.329,0.006,21550.0
1571,263050,KOSDAQ,유틸렉스,0.0,0.0,0.0,0.0,0.0,0.0,263050,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['면역항암제', '코로나19(치료제/백신 개발 등)', '코로나19(진단/치료제/백신 개발 등)']",0.0318,0.001,,0.999,866.0
1572,100,KOSPI,유한양행,0.0,0.0,0.0,0.0,0.0,0.0,100,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['비만치료제', '제약업체', '면역항암제', '치매', '밸류업(24년 기업가치 제고계획 발표)', '겨울', '미용기기', '백신/진단시약/방역(신종플루, AI 등)', '화이자(PFIZER)']",8.6525,0.899,0.099,0.002,108200.0
1573,3460,KOSPI,유화증권,0.0,0.0,0.0,0.0,0.0,0.0,3460,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['증권'],0.1539,0.0,0.003,0.997,2715.0
1574,191410,KOSDAQ,육일씨엔에쓰,0.0,0.0,0.0,0.0,0.0,0.0,191410,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['스마트폰', '자동차부품']",0.0295,0.025,0.973,0.002,2640.0
1575,372170,KOSDAQ,윤성에프앤씨,0.0,0.0,0.0,0.0,0.0,0.0,372170,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지(장비)', '2차전지']",0.2393,,,,30000.0
1576,146060,KOSDAQ,율촌,0.0,0.0,0.0,0.0,0.0,0.0,146060,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['강관업체(Steel pipe)', '2차전지', '2차전지(소재/부품)', '철강 중소형', '日 수출 규제(국산화 등)']",0.035,,,,1461.0
1577,8730,KOSPI,율촌화학,0.0,0.0,0.0,0.0,0.0,0.0,8730,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['2차전지', '2차전지(소재/부품)', '日 수출 규제(국산화 등)']",0.6435,0.0,0.002,0.997,25950.0
1578,8250,KOSPI,이건산업,0.0,0.0,0.0,0.0,0.0,0.0,8250,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['조림사업', '리모델링/인테리어', '온실가스(탄소배출권)/탄소 포집·활용·저장(CCUS)']",0.0458,0.001,0.276,0.723,4190.0
1579,39020,KOSDAQ,이건홀딩스,0.0,0.0,0.0,0.0,0.0,0.0,39020,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['태양광에너지', '지주사', '조림사업', '리모델링/인테리어']",0.0876,0.002,0.036,0.962,3880.0
1580,25820,KOSPI,이구산업,0.0,0.0,0.0,0.0,0.0,0.0,25820,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,['비철금속'],0.1949,0.005,0.438,0.557,5830.0
1581,67920,KOSDAQ,이글루,0.0,0.0,0.0,0.0,0.0,0.0,67920,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['인터넷은행', '핀테크(FinTech)', '보안주(정보)']",0.0564,0.0,0.232,0.768,5130.0
1582,44960,KOSDAQ,이글벳,0.0,0.0,0.0,0.0,0.0,0.0,44960,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['백신/진단시약/방역(신종플루, AI 등)', '구충제(펜벤다졸, 이버멕틴 등)', '메르스 코로나 바이러스', '아프리카 돼지열병(ASF)']",0.052,0.005,0.994,0.001,4120.0
1583,303530,KOSDAQ,이노뎁,0.0,0.0,0.0,0.0,0.0,0.0,303530,1000000.0,100000.0,10.0,500000.0,20.0,dn/dnk,"['지능형로봇/인공지능(AI)', '메타버스(Metaverse)', '보안주(물리)']",0.0399,0.0,,1.0,5450.0
